concept_id,concept_type,name,fsn,preferred_term,synonyms,category,difficulty,cuisine_type,prep_time,cook_time,servings,tags,file_path
201000135,Recipe,广式萝卜牛腩,广式萝卜牛腩 (Recipe),广式萝卜牛腩,"[{'term': '广式白萝卜牛腩', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '广式radish牛腩', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '广式胡萝卜牛腩', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/meat_dish/广式萝卜牛腩/广式萝卜牛腩.md
201000136,Recipe,香干芹菜炒肉,香干芹菜炒肉 (Recipe),香干芹菜炒肉,[],荤菜,3,,,,,,dishes/meat_dish/香干芹菜炒肉/香干芹菜炒肉.md
201000137,Recipe,姜葱捞鸡,姜葱捞鸡 (Recipe),姜葱捞鸡,[],荤菜,3,,,,,,dishes/meat_dish/姜葱捞鸡/姜葱捞鸡.md
201000138,Recipe,酱牛肉,酱牛肉 (Recipe),酱牛肉,[],荤菜,5,,,,,,dishes/meat_dish/酱牛肉/酱牛肉.md
201000139,Recipe,啤酒鸭,啤酒鸭 (Recipe),啤酒鸭,[],其他,4,,,,,,dishes/meat_dish/啤酒鸭/啤酒鸭.md
201000140,Recipe,酱排骨,酱排骨 (Recipe),酱排骨,[],其他,4,,,,,,dishes/meat_dish/酱排骨/酱排骨.md
201000141,Recipe,糖醋排骨,糖醋排骨 (Recipe),糖醋排骨,"[{'term': 'sweet and sour排骨', 'language': 'en', 'language_code': 'en-US'}]",其他,4,,,,,,dishes/meat_dish/糖醋排骨/糖醋排骨.md
201000142,Recipe,荷兰豆炒腊肠,荷兰豆炒腊肠 (Recipe),荷兰豆炒腊肠,[],其他,2,,,,,,dishes/meat_dish/荷兰豆炒腊肠/荷兰豆炒腊肠.md
201000143,Recipe,香煎五花肉,香煎五花肉 (Recipe),香煎五花肉,"[{'term': '香pan-fried五花肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/香煎五花肉/香煎五花肉.md
201000144,Recipe,小炒鸡肝,小炒鸡肝 (Recipe),小炒鸡肝,[],荤菜,3,,,,,,dishes/meat_dish/小炒鸡肝/小炒鸡肝.md
201000145,Recipe,青椒土豆炒肉,青椒土豆炒肉 (Recipe),青椒土豆炒肉,"[{'term': '青椒洋芋炒肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '青椒马铃薯炒肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'bell pepper土豆炒肉', 'language': 'en', 'language_code': 'en-US'}, {'term': '彩椒土豆炒肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '青椒potato炒肉', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '甜椒土豆炒肉', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/meat_dish/青椒土豆炒肉/青椒土豆炒肉.md
201000146,Recipe,煮泡面加蛋,煮泡面加蛋 (Recipe),煮泡面加蛋,[],素菜,1,,,,,,dishes/staple/煮泡面加蛋.md
201000147,Recipe,汤面,汤面 (Recipe),汤面,[],其他,2,,,,,,dishes/staple/汤面.md
201000148,Recipe,韭菜盒子,韭菜盒子 (Recipe),韭菜盒子,[],其他,3,,,,,,dishes/staple/韭菜盒子.md
201000149,Recipe,炒方便面,炒方便面 (Recipe),炒方便面,[],其他,2,,,,,,dishes/staple/炒方便面.md
201000150,Recipe,葱油拌面,葱油拌面 (Recipe),葱油拌面,[],其他,2,,,,,,dishes/staple/葱油拌面.md
201000151,Recipe,蛋包饭,蛋包饭 (Recipe),蛋包饭,[],素菜,3,,,,,,dishes/staple/蛋包饭.md
201000152,Recipe,炒馍,炒馍 (Recipe),炒馍,[],其他,3,,,,,,dishes/staple/炒馍.md
201000153,Recipe,热干面,热干面 (Recipe),热干面,[],其他,3,,,,,,dishes/staple/热干面.md
201000154,Recipe,螺蛳粉,螺蛳粉 (Recipe),螺蛳粉,[],其他,1,,,,,,dishes/staple/螺蛳粉.md
201000155,Recipe,蛋炒饭,蛋炒饭 (Recipe),蛋炒饭,[],素菜,3,,,,,,dishes/staple/蛋炒饭.md
201000156,Recipe,手工水饺,手工水饺 (Recipe),手工水饺,[],其他,5,,,,,,dishes/staple/手工水饺.md
201000157,Recipe,酸辣蕨根粉,酸辣蕨根粉 (Recipe),酸辣蕨根粉,[],其他,2,,,,,,dishes/staple/酸辣蕨根粉.md
201000158,Recipe,麻辣减脂荞麦面,麻辣减脂荞麦面 (Recipe),麻辣减脂荞麦面,[],其他,2,,,,,,dishes/staple/麻辣减脂荞麦面.md
201000159,Recipe,老干妈拌面,老干妈拌面 (Recipe),老干妈拌面,[],其他,1,,,,,,dishes/staple/老干妈拌面.md
201000160,Recipe,醪糟小汤圆,醪糟小汤圆 (Recipe),醪糟小汤圆,[],其他,2,,,,,,dishes/staple/醪糟小汤圆.md
201000161,Recipe,麻油拌面,麻油拌面 (Recipe),麻油拌面,[],其他,1,,,,,,dishes/staple/麻油拌面.md
201000162,Recipe,肉蛋盖饭,肉蛋盖饭 (Recipe),肉蛋盖饭,[],素菜,3,,,,,,dishes/staple/肉蛋盖饭.md
201000163,Recipe,炒河粉,炒河粉 (Recipe),炒河粉,[],其他,4,,,,,,dishes/staple/炒河粉.md
201000164,Recipe,炸酱面,炸酱面 (Recipe),炸酱面,"[{'term': 'deep-fried酱面', 'language': 'en', 'language_code': 'en-US'}, {'term': '油炸酱面', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/staple/炸酱面.md
201000165,Recipe,蒸卤面,蒸卤面 (Recipe),蒸卤面,"[{'term': '清蒸卤面', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'steamed卤面', 'language': 'en', 'language_code': 'en-US'}]",其他,4,,,,,,dishes/staple/蒸卤面.md
201000166,Recipe,炒年糕,炒年糕 (Recipe),炒年糕,[],其他,3,,,,,,dishes/staple/炒年糕.md
201000167,Recipe,披萨饼皮,披萨饼皮 (Recipe),披萨饼皮,[],其他,4,,,,,,dishes/staple/披萨饼皮/披萨饼皮.md
201000168,Recipe,酱拌荞麦面,酱拌荞麦面 (Recipe),酱拌荞麦面,[],其他,2,,,,,,dishes/staple/酱拌荞麦面/酱拌荞麦面.md
201000169,Recipe,日式肥牛丼饭,日式肥牛丼饭 (Recipe),日式肥牛丼饭,[],其他,4,,,,,,dishes/staple/日式肥牛丼饭/日式肥牛丼饭.md
201000170,Recipe,扬州炒饭,扬州炒饭 (Recipe),扬州炒饭,[],其他,4,,,,,,dishes/staple/扬州炒饭/扬州炒饭.md
201000171,Recipe,豆角焖面,豆角焖面 (Recipe),豆角焖面,"[{'term': '豆角braised面', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '豆角闷面', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/staple/豆角焖面/豆角焖面.md
201000172,Recipe,凉粉,凉粉 (Recipe),凉粉,[],其他,3,,,,,,dishes/staple/凉粉/凉粉.md
201000173,Recipe,意式肉酱面,意式肉酱面 (Recipe),意式肉酱面,[],荤菜,1,,,,,,dishes/staple/意式肉酱面/意式肉酱面.md
201000174,Recipe,基础牛奶面包,基础牛奶面包 (Recipe),基础牛奶面包,[],其他,5,,,,,,dishes/staple/基础牛奶面包/基础牛奶面包.md
201000175,Recipe,炒凉粉,炒凉粉 (Recipe),炒凉粉,[],其他,3,,,,,,dishes/staple/炒凉粉/炒凉粉.md
201000176,Recipe,中式馅饼,中式馅饼 (Recipe),中式馅饼,[],其他,4,,,,,,dishes/staple/中式馅饼/中式馅饼.md
201000177,Recipe,韩式拌饭,韩式拌饭 (Recipe),韩式拌饭,[],其他,3,,,,,,dishes/staple/韩式拌饭/韩式拌饭.md
201000178,Recipe,电饭煲三文鱼炊饭,电饭煲三文鱼炊饭 (Recipe),电饭煲三文鱼炊饭,[],荤菜,2,,,,,,dishes/staple/电饭煲三文鱼炊饭/电饭煲三文鱼炊饭.md
201000179,Recipe,煮锅蒸米饭,煮锅蒸米饭 (Recipe),煮锅蒸米饭,"[{'term': '煮锅steamed米饭', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '煮锅清蒸米饭', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,2,,,,,,dishes/staple/米饭/煮锅蒸米饭.md
201000180,Recipe,电饭煲蒸米饭,电饭煲蒸米饭 (Recipe),电饭煲蒸米饭,"[{'term': '电饭煲steamed米饭', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '电饭煲清蒸米饭', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,1,,,,,,dishes/staple/米饭/电饭煲蒸米饭.md
201000181,Recipe,鲣鱼海苔玉米饭,鲣鱼海苔玉米饭 (Recipe),鲣鱼海苔玉米饭,[],荤菜,2,,,,,,dishes/staple/鲣鱼海苔玉米饭/鲣鱼海苔玉米饭.md
201000182,Recipe,日式咖喱饭,日式咖喱饭 (Recipe),日式咖喱饭,[],其他,4,,,,,,dishes/staple/日式咖喱饭/日式咖喱饭.md
201000183,Recipe,火腿饭团,火腿饭团 (Recipe),火腿饭团,[],其他,4,,,,,,dishes/staple/火腿饭团/火腿饭团.md
201000184,Recipe,微波炉腊肠煲仔饭,微波炉腊肠煲仔饭 (Recipe),微波炉腊肠煲仔饭,[],其他,2,,,,,,dishes/staple/微波炉腊肠煲仔饭/微波炉腊肠煲仔饭.md
201000185,Recipe,烙饼,烙饼 (Recipe),烙饼,[],其他,4,,,,,,dishes/staple/烙饼/烙饼.md
201000186,Recipe,茄子肉煎饼,茄子肉煎饼 (Recipe),茄子肉煎饼,"[{'term': '紫茄子肉煎饼', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'eggplant肉煎饼', 'language': 'en', 'language_code': 'en-US'}, {'term': '茄子肉pan-fried饼', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '青茄子肉煎饼', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/staple/茄子肉煎饼/茄子肉煎饼.md
201000187,Recipe,空气炸锅照烧鸡饭,空气炸锅照烧鸡饭 (Recipe),空气炸锅照烧鸡饭,"[{'term': '空气油炸锅照烧鸡饭', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '空气deep-fried锅照烧鸡饭', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4,,,,,,dishes/staple/空气炸锅照烧鸡饭/空气炸锅照烧鸡饭.md
201000188,Recipe,老友猪肉粉,老友猪肉粉 (Recipe),老友猪肉粉,[],荤菜,3,,,,,,dishes/staple/老友猪肉粉/老友猪肉粉.md
201000189,Recipe,芝麻烧饼,芝麻烧饼 (Recipe),芝麻烧饼,[],其他,3,,,,,,dishes/staple/烧饼/芝麻烧饼.md
201000190,Recipe,炒意大利面,炒意大利面 (Recipe),炒意大利面,[],其他,3,,,,,,dishes/staple/炒意大利面/炒意大利面.md
201000191,Recipe,西红柿鸡蛋挂面,西红柿鸡蛋挂面 (Recipe),西红柿鸡蛋挂面,"[{'term': '番茄鸡蛋挂面', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato鸡蛋挂面', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/staple/西红柿鸡蛋挂面/西红柿鸡蛋挂面.md
201000192,Recipe,河南蒸面条,河南蒸面条 (Recipe),河南蒸面条,"[{'term': '河南清蒸面条', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '河南steamed面条', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/staple/河南蒸面条/河南蒸面条.md
201000193,Recipe,清蒸生蚝,清蒸生蚝 (Recipe),清蒸生蚝,"[{'term': '清清蒸生蚝', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清steamed生蚝', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,3,,,,,,dishes/aquatic/清蒸生蚝.md
201000194,Recipe,红烧鲤鱼,红烧鲤鱼 (Recipe),红烧鲤鱼,"[{'term': 'braised鲤鱼', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/aquatic/红烧鲤鱼.md
201000195,Recipe,红烧鱼,红烧鱼 (Recipe),红烧鱼,"[{'term': 'braised鱼', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/aquatic/红烧鱼.md
201000196,Recipe,红烧鱼头,红烧鱼头 (Recipe),红烧鱼头,"[{'term': 'braised鱼头', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/aquatic/红烧鱼头.md
201000197,Recipe,咖喱炒蟹,咖喱炒蟹 (Recipe),咖喱炒蟹,[],其他,4,,,,,,dishes/aquatic/咖喱炒蟹.md
201000198,Recipe,水煮鱼,水煮鱼 (Recipe),水煮鱼,[],荤菜,4,,,,,,dishes/aquatic/水煮鱼.md
201000199,Recipe,微波葱姜黑鳕鱼,微波葱姜黑鳕鱼 (Recipe),微波葱姜黑鳕鱼,[],荤菜,3,,,,,,dishes/aquatic/微波葱姜黑鳕鱼.md
201000200,Recipe,糖醋鲤鱼,糖醋鲤鱼 (Recipe),糖醋鲤鱼,"[{'term': 'sweet and sour鲤鱼', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/aquatic/糖醋鲤鱼/糖醋鲤鱼.md
201000201,Recipe,蒜蓉虾,蒜蓉虾 (Recipe),蒜蓉虾,[],荤菜,2,,,,,,dishes/aquatic/蒜蓉虾/蒜蓉虾.md
201000202,Recipe,鲤鱼炖白菜,鲤鱼炖白菜 (Recipe),鲤鱼炖白菜,"[{'term': '鲤鱼炖大白菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲤鱼炖cabbage', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲤鱼炖小白菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲤鱼stewed白菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鲤鱼煲白菜', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/aquatic/鲤鱼炖白菜/鲤鱼炖白菜.md
201000203,Recipe,白灼虾,白灼虾 (Recipe),白灼虾,[],荤菜,2,,,,,,dishes/aquatic/白灼虾/白灼虾.md
201000204,Recipe,小龙虾,小龙虾 (Recipe),小龙虾,[],荤菜,4,,,,,,dishes/aquatic/小龙虾/小龙虾.md
201000205,Recipe,葱油桂鱼,葱油桂鱼 (Recipe),葱油桂鱼,[],荤菜,4,,,,,,dishes/aquatic/葱油桂鱼/葱油桂鱼.md
201000206,Recipe,香煎翘嘴鱼,香煎翘嘴鱼 (Recipe),香煎翘嘴鱼,"[{'term': '香pan-fried翘嘴鱼', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4,,,,,,dishes/aquatic/香煎翘嘴鱼/香煎翘嘴鱼.md
201000207,Recipe,芥末黄油罗氏虾,芥末黄油罗氏虾 (Recipe),芥末黄油罗氏虾,[],荤菜,3,,,,,,dishes/aquatic/芥末黄油罗氏虾/芥末黄油罗氏虾.md
201000208,Recipe,鳊鱼炖豆腐,鳊鱼炖豆腐 (Recipe),鳊鱼炖豆腐,"[{'term': '鳊鱼stewed豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼煲豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼炖tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼炖嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '鳊鱼炖老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes/aquatic/鳊鱼炖豆腐/鳊鱼炖豆腐.md
201000209,Recipe,蛏抱蛋,蛏抱蛋 (Recipe),蛏抱蛋,[],素菜,3,,,,,,dishes/aquatic/蛏抱蛋/蛏抱蛋.md
201000210,Recipe,油焖大虾,油焖大虾 (Recipe),油焖大虾,"[{'term': 'oil-braised大虾', 'language': 'en', 'language_code': 'en-US'}, {'term': '油braised大虾', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '油闷大虾', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,4,,,,,,dishes/aquatic/油焖大虾/油焖大虾.md
201000211,Recipe,烤鱼,烤鱼 (Recipe),烤鱼,"[{'term': '烘烤鱼', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'roasted鱼', 'language': 'en', 'language_code': 'en-US'}, {'term': 'baked鱼', 'language': 'en', 'language_code': 'en-US'}]",荤菜,4,,,,,,dishes/aquatic/混合烤鱼/烤鱼.md
201000212,Recipe,清蒸鲈鱼,清蒸鲈鱼 (Recipe),清蒸鲈鱼,"[{'term': '清清蒸鲈鱼', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清steamed鲈鱼', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/aquatic/清蒸鲈鱼/清蒸鲈鱼.md
201000213,Recipe,干煎阿根廷红虾,干煎阿根廷红虾 (Recipe),干煎阿根廷红虾,"[{'term': '干pan-fried阿根廷红虾', 'language': 'zh', 'language_code': 'zh-CN'}]",荤菜,3,,,,,,dishes/aquatic/干煎阿根廷红虾/干煎阿根廷红虾.md
201000214,Recipe,蒜香黄油虾,蒜香黄油虾 (Recipe),蒜香黄油虾,[],荤菜,2,,,,,,dishes/aquatic/蒜香黄油虾/蒜香黄油虾.md
201000215,Recipe,黄油煎虾,黄油煎虾 (Recipe),黄油煎虾,"[{'term': '黄油pan-fried虾', 'language': 'en', 'language_code': 'en-US'}]",荤菜,3,,,,,,dishes/aquatic/黄油煎虾/黄油煎虾.md
201000216,Recipe,葱烧海参,葱烧海参 (Recipe),葱烧海参,[],其他,3,,,,,,dishes/aquatic/葱烧海参/葱烧海参.md
201000217,Recipe,桂圆红枣粥,桂圆红枣粥 (Recipe),桂圆红枣粥,[],其他,2,,,,,,dishes/breakfast/桂圆红枣粥.md
201000218,Recipe,吐司果酱,吐司果酱 (Recipe),吐司果酱,[],其他,1,,,,,,dishes/breakfast/吐司果酱.md
201000219,Recipe,茶叶蛋,茶叶蛋 (Recipe),茶叶蛋,[],素菜,3,,,,,,dishes/breakfast/茶叶蛋.md
201000220,Recipe,微波炉蛋糕,微波炉蛋糕 (Recipe),微波炉蛋糕,[],素菜,1,,,,,,dishes/breakfast/微波炉蛋糕.md
201000221,Recipe,手抓饼,手抓饼 (Recipe),手抓饼,[],其他,2,,,,,,dishes/breakfast/手抓饼.md
201000222,Recipe,美式炒蛋,美式炒蛋 (Recipe),美式炒蛋,[],素菜,2,,,,,,dishes/breakfast/美式炒蛋.md
201000223,Recipe,蒸水蛋,蒸水蛋 (Recipe),蒸水蛋,"[{'term': '清蒸水蛋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'steamed水蛋', 'language': 'en', 'language_code': 'en-US'}]",素菜,2,,,,,,dishes/breakfast/蒸水蛋.md
201000224,Recipe,水煮玉米,水煮玉米 (Recipe),水煮玉米,[],其他,2,,,,,,dishes/breakfast/水煮玉米.md
201000225,Recipe,蒸花卷,蒸花卷 (Recipe),蒸花卷,"[{'term': '清蒸花卷', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'steamed花卷', 'language': 'en', 'language_code': 'en-US'}]",其他,2,,,,,,dishes/breakfast/蒸花卷.md
201000226,Recipe,蛋煎糍粑,蛋煎糍粑 (Recipe),蛋煎糍粑,"[{'term': '蛋pan-fried糍粑', 'language': 'en', 'language_code': 'en-US'}]",素菜,2,,,,,,dishes/breakfast/蛋煎糍粑.md
201000227,Recipe,完美水煮蛋,完美水煮蛋 (Recipe),完美水煮蛋,[],素菜,5,,,,,,dishes/breakfast/完美水煮蛋.md
201000228,Recipe,鸡蛋三明治,鸡蛋三明治 (Recipe),鸡蛋三明治,[],素菜,2,,,,,,dishes/breakfast/鸡蛋三明治.md
201000229,Recipe,溏心蛋,溏心蛋 (Recipe),溏心蛋,[],素菜,3,,,,,,dishes/breakfast/溏心蛋.md
201000230,Recipe,空气炸锅面包片,空气炸锅面包片 (Recipe),空气炸锅面包片,"[{'term': '空气油炸锅面包片', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '空气deep-fried锅面包片', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,1,,,,,,dishes/breakfast/空气炸锅面包片.md
201000231,Recipe,煎饺,煎饺 (Recipe),煎饺,"[{'term': 'pan-fried饺', 'language': 'en', 'language_code': 'en-US'}]",其他,2,,,,,,dishes/breakfast/煎饺.md
201000232,Recipe,燕麦鸡蛋饼,燕麦鸡蛋饼 (Recipe),燕麦鸡蛋饼,[],素菜,2,,,,,,dishes/breakfast/燕麦鸡蛋饼.md
201000233,Recipe,牛奶燕麦,牛奶燕麦 (Recipe),牛奶燕麦,[],其他,1,,,,,,dishes/breakfast/牛奶燕麦.md
201000234,Recipe,微波炉荷包蛋,微波炉荷包蛋 (Recipe),微波炉荷包蛋,[],素菜,1,,,,,,dishes/breakfast/微波炉荷包蛋.md
201000235,Recipe,太阳蛋,太阳蛋 (Recipe),太阳蛋,[],素菜,2,,,,,,dishes/breakfast/太阳蛋.md
201000236,Recipe,金枪鱼酱三明治,金枪鱼酱三明治 (Recipe),金枪鱼酱三明治,[],荤菜,1,,,,,,dishes/breakfast/金枪鱼酱三明治.md
201000237,Recipe,苏格兰蛋,苏格兰蛋 (Recipe),苏格兰蛋,[],素菜,3,,,,,,dishes/breakfast/苏格兰蛋/苏格兰蛋.md
201000238,Recipe,温泉蛋,温泉蛋 (Recipe),温泉蛋,[],素菜,3,,,,,,dishes/breakfast/温泉蛋/温泉蛋.md
201000239,Recipe,简易版炒糖色,简易版炒糖色 (Recipe),简易版炒糖色,[],其他,4,,,,,,dishes/condiment/简易版炒糖色.md
201000240,Recipe,油酥,油酥 (Recipe),油酥,[],其他,2,,,,,,dishes/condiment/油酥.md
201000241,Recipe,蒜香酱油,蒜香酱油 (Recipe),蒜香酱油,[],其他,2,,,,,,dishes/condiment/蒜香酱油.md
201000242,Recipe,葱油,葱油 (Recipe),葱油,[],其他,3,,,,,,dishes/condiment/葱油.md
201000243,Recipe,糖醋汁,糖醋汁 (Recipe),糖醋汁,"[{'term': 'sweet and sour汁', 'language': 'en', 'language_code': 'en-US'}]",其他,2,,,,,,dishes/condiment/糖醋汁.md
201000244,Recipe,炸串酱料,炸串酱料 (Recipe),炸串酱料,"[{'term': 'deep-fried串酱料', 'language': 'en', 'language_code': 'en-US'}, {'term': '油炸串酱料', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,2,,,,,,dishes/condiment/炸串酱料.md
201000245,Recipe,蔗糖糖浆,蔗糖糖浆 (Recipe),蔗糖糖浆,[],其他,1,,,,,,dishes/condiment/蔗糖糖浆/蔗糖糖浆.md
201000246,Recipe,油泼辣子,油泼辣子 (Recipe),油泼辣子,[],其他,3,,,,,,dishes/condiment/油泼辣子/油泼辣子.md
201000247,Recipe,草莓酱,草莓酱 (Recipe),草莓酱,[],其他,2,,,,,,dishes/condiment/草莓酱/草莓酱.md
201000248,Recipe,陕北熬豆角,陕北熬豆角 (Recipe),陕北熬豆角,[],其他,2,,,,,,dishes/vegetable_dish/陕北熬豆角.md
201000249,Recipe,蚝油生菜,蚝油生菜 (Recipe),蚝油生菜,[],其他,2,,,,,,dishes/vegetable_dish/蚝油生菜.md
201000250,Recipe,凉拌金针菇,凉拌金针菇 (Recipe),凉拌金针菇,[],其他,2,,,,,,dishes/vegetable_dish/凉拌金针菇.md
201000251,Recipe,西红柿炒鸡蛋,西红柿炒鸡蛋 (Recipe),西红柿炒鸡蛋,"[{'term': '番茄炒鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'tomato炒鸡蛋', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/vegetable_dish/西红柿炒鸡蛋.md
201000252,Recipe,地三鲜,地三鲜 (Recipe),地三鲜,[],其他,3,,,,,,dishes/vegetable_dish/地三鲜.md
201000253,Recipe,凉拌豆腐,凉拌豆腐 (Recipe),凉拌豆腐,"[{'term': '凉拌tofu', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '凉拌嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '凉拌老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/vegetable_dish/凉拌豆腐.md
201000254,Recipe,脆皮豆腐,脆皮豆腐 (Recipe),脆皮豆腐,"[{'term': '脆皮老豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '脆皮嫩豆腐', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '脆皮tofu', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,3,,,,,,dishes/vegetable_dish/脆皮豆腐.md
201000255,Recipe,凉拌油麦菜,凉拌油麦菜 (Recipe),凉拌油麦菜,[],其他,1,,,,,,dishes/vegetable_dish/凉拌油麦菜.md
201000256,Recipe,雷椒皮蛋,雷椒皮蛋 (Recipe),雷椒皮蛋,[],素菜,2,,,,,,dishes/vegetable_dish/雷椒皮蛋.md
201000257,Recipe,凉拌黄瓜,凉拌黄瓜 (Recipe),凉拌黄瓜,[],其他,1,,,,,,dishes/vegetable_dish/凉拌黄瓜.md
201000258,Recipe,金针菇日本豆腐煲,金针菇日本豆腐煲 (Recipe),金针菇日本豆腐煲,"[{'term': '金针菇日本嫩豆腐煲', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '金针菇日本老豆腐煲', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '金针菇日本tofu煲', 'language': 'zh', 'language_code': 'zh-CN'}]",素菜,2,,,,,,dishes/vegetable_dish/金针菇日本豆腐煲.md
201000259,Recipe,素炒豆角,素炒豆角 (Recipe),素炒豆角,[],其他,2,,,,,,dishes/vegetable_dish/素炒豆角.md
201000260,Recipe,鸡蛋火腿炒黄瓜,鸡蛋火腿炒黄瓜 (Recipe),鸡蛋火腿炒黄瓜,[],素菜,2,,,,,,dishes/vegetable_dish/鸡蛋火腿炒黄瓜.md
201000261,Recipe,清炒花菜,清炒花菜 (Recipe),清炒花菜,"[{'term': '炒制花菜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': 'stir-fried花菜', 'language': 'en', 'language_code': 'en-US'}]",其他,2,,,,,,dishes/vegetable_dish/清炒花菜.md
201000262,Recipe,蒜蓉西兰花,蒜蓉西兰花 (Recipe),蒜蓉西兰花,[],其他,2,,,,,,dishes/vegetable_dish/蒜蓉西兰花.md
201000263,Recipe,红烧茄子,红烧茄子 (Recipe),红烧茄子,"[{'term': 'braised茄子', 'language': 'en', 'language_code': 'en-US'}, {'term': '红烧紫茄子', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '红烧eggplant', 'language': 'en', 'language_code': 'en-US'}, {'term': '红烧青茄子', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,4,,,,,,dishes/vegetable_dish/红烧茄子.md
201000264,Recipe,清蒸南瓜,清蒸南瓜 (Recipe),清蒸南瓜,"[{'term': '清清蒸南瓜', 'language': 'zh', 'language_code': 'zh-CN'}, {'term': '清steamed南瓜', 'language': 'zh', 'language_code': 'zh-CN'}]",其他,1,,,,,,dishes/vegetable_dish/清蒸南瓜.md
201000265,Recipe,油醋爆蛋,油醋爆蛋 (Recipe),油醋爆蛋,[],素菜,2,,,,,,dishes/vegetable_dish/油醋爆蛋.md
201000266,Recipe,炒青菜,炒青菜 (Recipe),炒青菜,[],其他,2,,,,,,dishes/vegetable_dish/炒青菜.md
